filename,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8,feature 9,feature 10,feature 11,feature 12,feature 13
/n/home02/ematsumoto/cough_mp3_full/Files_10_mp3/X220535 (Contact 24).mp3,-466.76324075578935,63.38058658659949,-22.767218544284813,10.406298358455247,4.527219554915508,-11.10636066056155,-5.6813199161841785,-11.651814043140499,-2.376686457084483,0.10624916752076717,-9.449491485066394,0.889136207615741,-0.12760123400639692
/n/home02/ematsumoto/cough_mp3_full/Files_10_mp3/X220383 (Contact 68).mp3,-492.074452113677,111.05512985327799,-38.047410584417015,-45.51672915324266,-31.43829338914603,-12.59595388451331,4.064152292359863,-10.896048400175726,-4.458122302363383,5.574600164700039,-0.7992764775019394,4.369650204345111,-1.7120443188193961
/n/home02/ematsumoto/cough_mp3_full/Files_10_mp3/X220502 (Contact 17).mp3,-526.9310663344266,77.21608991592645,-34.12320988156123,5.281056208807282,-3.249302524795913,-5.250336844928182,4.526456331048657,-21.55369505311926,-3.4874400841504185,7.243838574660331,-9.87416226546064,-0.2969073245068572,-2.4165990171610447
/n/home02/ematsumoto/cough_mp3_full/Files_10_mp3/X220414 (Contact 65).mp3,-499.9078703702851,122.10246737548928,-26.899754345285995,-6.220713334517435,5.300551148562452,-2.9181973272178694,-9.108910054218953,-24.39040904020346,-8.192930875245294,2.822782621152089,-10.707398497817886,-5.255301701141417,-0.9607643315789667
/n/home02/ematsumoto/cough_mp3_full/Files_10_mp3/X220359 (Contact 31).mp3,-507.0555365815612,80.7582110654397,-17.83858589275597,12.63112548712834,13.394890870081017,-13.930276941699004,-11.888343434177829,-10.636666045118275,-5.535919794406085,-5.139071216631364,-12.009066799653844,-4.241508393853079,-1.6397014206439
/n/home02/ematsumoto/cough_mp3_full/Files_10_mp3/X220396 (Month 24).mp3,-393.80016590266973,47.358802849944745,11.460270401881854,13.936673857694846,-1.4641672265368517,-10.23312116517563,-22.24369096752813,-8.129849137225655,-5.77681083888549,3.7154896879246646,-7.85276447958632,-3.628014246596578,-4.675778547283966
/n/home02/ematsumoto/cough_mp3_full/Files_10_mp3/X220321 (Contact 17).mp3,-504.002210439704,74.82904553110642,-5.883444161948931,-17.13862913252953,-17.35735997080277,-19.894477228205393,-10.828164879295505,-5.441855776532905,-2.3784203724457735,-3.241786924513736,-6.463123921211042,-3.4645695143442303,-0.845814403460165
/n/home02/ematsumoto/cough_mp3_full/Files_10_mp3/X220451 (Contact 20).mp3,-431.3801212913393,94.4292677137695,-19.646309796245564,3.8431902579201975,-7.879055068311168,-5.628762860154666,8.015232881488986,-19.12316219056293,-7.397694042562456,2.9769608436677726,-10.699739162145502,1.0372044314818052,-0.39932820537875263
/n/home02/ematsumoto/cough_mp3_full/Files_10_mp3/X220472 (Contact 14).mp3,-555.368552307973,80.01253461024167,-8.43840490752501,-6.05474991166046,-1.0368022150004994,-5.003226693662012,-6.239428147894744,-9.714731520020026,2.411630579558836,2.4198803280349876,-7.451599430231234,-0.0021788869659508333,1.0610077939563403
/n/home02/ematsumoto/cough_mp3_full/Files_10_mp3/X220604 (Month 16).mp3,-341.58918246371536,86.83552646958135,26.653951987710688,14.061695285163289,30.359324847452772,-3.3677621065665164,-15.191974313144598,0.05618841668469232,11.956589711862263,7.75526968873618,-17.225019458091523,8.197907456069986,-4.107746342515164
/n/home02/ematsumoto/cough_mp3_full/Files_10_mp3/X220400 (Month 24).mp3,-269.4094989762843,77.25061835260914,23.789341251744137,-3.904781970576476,4.528453890166488,-11.817685872069362,-11.824654699331582,1.5049633552498958,-11.512489628528273,-4.095548396129501,-11.269325572453702,-6.157334526369514,-5.1224498872312
/n/home02/ematsumoto/cough_mp3_full/Files_10_mp3/X220414 (Contact 12).mp3,-429.1069222350347,187.1508664967438,-90.44585756454909,-6.581803611735987,6.655824212127707,-20.56582406984228,-4.205815168530675,-19.247364709279996,6.010398160097578,5.800081423007146,-14.60747776586531,6.0540720486053115,-6.317683820658953
/n/home02/ematsumoto/cough_mp3_full/Files_10_mp3/X220311 (Month 24).mp3,-355.3635042510541,84.4840639901958,6.688079403544599,-2.806304594833263,34.39715161669804,-3.2307601455371318,8.598945580386001,33.54240702490522,-13.76990379325463,0.6510527671139745,-2.9900697115613,17.964198624334394,-13.12964876216188
