filename,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8,feature 9,feature 10,feature 11,feature 12,feature 13
/n/home02/ematsumoto/cough_mp3_full/Files_7_mp3/X220049 (Contact 50).mp3,-474.2926132637187,134.38520453349372,-60.383075879166185,-17.26199758897213,3.6820488593853744,-12.773541570145055,-6.056612715489618,-19.729682457819987,-7.555941131608861,5.235879051564489,-7.9588273998744,-2.1824920007009783,-0.3646627526514148
/n/home02/ematsumoto/cough_mp3_full/Files_7_mp3/X220063 (Contact 37).mp3,-447.01526383377,116.46197599524785,-35.99241745183926,12.155936205303597,14.943893265978533,-12.150017763349725,-3.4079826155536757,-12.243868545418364,-8.718359656239443,-10.163905453376808,-15.579237958829834,1.7298253633257246,-3.9513126542244916
/n/home02/ematsumoto/cough_mp3_full/Files_7_mp3/X220070 (Contact 7).mp3,-364.86256544382013,82.17107469760789,-54.947480099449194,50.36376637379634,7.188031457931321,-20.873825267528694,-0.9486160205077439,-36.98300430917147,-20.159825232169148,-8.13373313595723,-17.21097996222432,-7.936125611168138,-13.789646115300302
/n/home02/ematsumoto/cough_mp3_full/Files_7_mp3/X220014 (Contact 10).mp3,-360.64044801406067,106.12542471853762,-26.274194284921215,11.307930551813337,-12.719543525800436,-23.47058459526172,-6.747598848332477,-25.638431249091205,-5.559378833053454,8.208352830850679,-12.508813503000189,0.08669108357441013,2.6434088575083194
/n/home02/ematsumoto/cough_mp3_full/Files_7_mp3/X220026 (Contact 13).mp3,-410.9358052227504,76.31208838101705,-65.0866610571889,7.45766099696965,3.601626498229956,-8.677710520265773,-3.374649765108712,-24.473767648793956,-3.428607254656009,-3.9286510444490053,-15.697480350058402,-4.073263309859972,-11.44756615550723
/n/home02/ematsumoto/cough_mp3_full/Files_7_mp3/X220065 (Contact 12).mp3,-376.97274106254304,75.67622710056975,-10.307463595690653,22.844187308042656,5.511627185123108,-11.228106008729762,-7.044739501742748,-21.50971109226814,-13.179718476148203,-5.97211674845345,-14.087777035021121,-7.479904909952336,-10.584000479107361
/n/home02/ematsumoto/cough_mp3_full/Files_7_mp3/X220055 (Contact 23).mp3,-552.8085211886503,144.12373812764392,-74.00250737857938,-6.470523225900885,-7.329629589923191,-11.823266427450868,8.522777801056856,-20.398222940749147,3.121216949039789,8.039955737797689,-9.491495424041767,10.352049699017629,-1.7552547048363456
/n/home02/ematsumoto/cough_mp3_full/Files_7_mp3/X220027 (Contact 47).mp3,-393.1848153758023,145.06408863582877,-48.947660151588344,-1.4106751227304293,-1.7574719492066457,-4.188926063002166,7.491271140582544,-27.676227986423413,-9.739085352586706,0.4074279494033018,-15.388230212928159,2.1344338978637203,-4.4950319442651745
/n/home02/ematsumoto/cough_mp3_full/Files_7_mp3/X220012 (Contact 9).mp3,-377.4930591093504,59.36026305523244,-37.85202249477799,16.87168132473651,-6.738029993327791,-16.556270333428248,1.0514578622642512,-19.282923937636195,-2.831927378225338,7.0545466250859805,-10.353271413964544,-0.5627033360784734,-0.603501481747299
/n/home02/ematsumoto/cough_mp3_full/Files_7_mp3/X220023 (Contact 53).mp3,-501.61667690220764,96.05419528954951,-30.99081501192317,14.762755584565884,1.5814217806208148,-33.40392108109301,-15.157294471344333,-8.587683737952913,-6.980142888743701,-13.430718381692301,-13.238196153265715,0.7772654086006073,-7.678103159176281
