filename,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8,feature 9,feature 10,feature 11,feature 12,feature 13
/n/home02/ematsumoto/cough_mp3_full/Files_6_mp3/X130021 (Contact 9).mp3,-592.1760518293648,147.62778752533762,-40.323103724933766,3.2128802033420962,-5.831052271171523,-19.21456746239395,5.741880805775932,-11.304403029885787,-2.5155626213598614,-1.7816003327920598,-14.952487106440886,5.005221144257655,-0.3073961095893247
/n/home02/ematsumoto/cough_mp3_full/Files_6_mp3/X120787 (Baseline).mp3,-262.28724626334827,23.574257512711092,23.8341940462618,-21.15864790995611,10.284720835645418,-6.183014281402251,-8.320738599151284,7.063827927172012,3.6713769781949375,-9.297995219860363,-8.020559830755165,5.000589228487914,-7.2567530404951945
/n/home02/ematsumoto/cough_mp3_full/Files_6_mp3/X120903 (Month 4).mp3,-170.27166245923343,129.36782709338158,-63.6871990545531,23.902210193241633,-44.67809401674965,5.911275380183017,-54.64629489785042,-18.942666240525757,-19.511703211980944,-1.7427422937064077,-21.713343509296802,-16.32765064607283,-2.049787472521622
/n/home02/ematsumoto/cough_mp3_full/Files_6_mp3/X130085 (Contact 16).mp3,-493.5344335794805,103.74781529507875,-26.531897259225932,5.1158213220893956,6.884175766941653,-9.004766031075956,0.4659867377472519,-7.5416059321041,1.1184796901403737,2.668057947889604,-13.122080918296527,-3.999807919311018,0.2994866870744247
/n/home02/ematsumoto/cough_mp3_full/Files_6_mp3/X130329 (Contact 11).mp3,-292.1175251408945,118.28161393386124,-138.03885608191,9.263363687796033,35.08451787436204,-17.125666525132868,1.1190658203540031,-34.99134849461592,-33.8000632071638,3.749783877277636,-17.64529962171068,-16.465859177503795,-4.892016282756033
/n/home02/ematsumoto/cough_mp3_full/Files_6_mp3/X120796 (Month 4).mp3,-419.95331605864277,75.0856992482336,-25.03708480525451,23.315970593960273,-9.043157549672197,10.338427217756985,-17.044644287219672,-4.796074563817832,-10.807397697406353,1.6200044252930128,-4.507780327326716,-5.043137380345497,1.1461147413694857
/n/home02/ematsumoto/cough_mp3_full/Files_6_mp3/X120868 (Month 16).mp3,-479.7528047842063,84.94352547966136,-46.543927501854846,16.06207536712798,-22.431002168797026,7.9199965149316345,-25.36568939054699,3.212319013486297,-14.424649699632692,18.744746677626505,-27.740677386567604,-13.457271842916132,6.754162630614401
/n/home02/ematsumoto/cough_mp3_full/Files_6_mp3/X130005 (Contact 26).mp3,-481.9544181334158,128.2386354890381,-67.22010327016247,15.458593658427175,4.123690571984749,-26.30470783070155,1.273466628915252,-14.91742393918726,-4.164910323083363,1.0481110373806979,-10.346564878482157,7.2783075383729114,-1.6466185795687096
/n/home02/ematsumoto/cough_mp3_full/Files_6_mp3/X120829 (Contact 32).mp3,-520.9869064797567,127.94615844551718,-6.756349956615412,-13.889887934679903,-23.72479365834563,-21.281698786325467,-14.675684407161631,-27.90780110286427,-5.92119915703017,4.151442568827665,-6.937752500490811,3.6863545995988716,2.441919435380103
/n/home02/ematsumoto/cough_mp3_full/Files_6_mp3/X130028 (Contact 1).mp3,-337.24978396961075,60.96522756410668,-64.46993106038906,29.78698666433827,1.8046004685797612,-14.869567755844452,5.806853462069828,-27.874123724302684,-6.748898118881641,-3.301682296477176,-24.72106254946472,-1.9238129952640575,-9.553633584036904
/n/home02/ematsumoto/cough_mp3_full/Files_6_mp3/X130007 (Contact 3).mp3,-499.30722451865046,81.49127805306702,-17.284612307381675,8.164772488876116,0.14664925370835305,-6.814901973593426,-1.883935523114866,-14.94403864995496,0.7445378479448186,1.9991520521782042,-10.580127855023468,-0.7490439915005239,-2.4578845649967986
/n/home02/ematsumoto/cough_mp3_full/Files_6_mp3/X130015 (Contact 6).mp3,-551.4972594006936,107.61347066876645,-21.23865893316988,13.143809117242174,-9.605141330024377,-15.130457714825601,-0.15631395549104646,-20.540888410622557,-2.006739962282832,-1.2903287666788965,-9.756063306231313,10.34116205064542,-3.9805043393442583
/n/home02/ematsumoto/cough_mp3_full/Files_6_mp3/X130050 (Contact 3).mp3,-429.1421097667739,109.18105044629762,-30.73726973195249,-15.884948540174932,-20.641758489240196,-8.860976067806698,-0.3726063450734477,-26.931587815596426,-4.36199226366453,4.050310231158382,-11.03926067824661,1.213973220761905,-4.2383883010835675
/n/home02/ematsumoto/cough_mp3_full/Files_6_mp3/X120836 (Month 4).mp3,-276.64883258965045,96.01088226510431,-59.68799433286917,31.352534281709257,-46.820918067488925,15.959806309500907,-41.41460839646377,2.9886602921711116,-21.668037027901857,-9.343753575909963,-1.191773813289628,-10.742034080843123,-11.919894318172783
/n/home02/ematsumoto/cough_mp3_full/Files_6_mp3/X130282 (Contact 8).mp3,-636.2607399134623,76.12393529360385,-26.578042258901128,11.975180037290487,-14.422702869014346,-28.55062615484705,-3.8321004413231363,-7.180751544770777,1.6153536015731922,-0.3026000005587381,-5.123969601825996,10.111981715238471,-6.1062341766038655
/n/home02/ematsumoto/cough_mp3_full/Files_6_mp3/X130015 (Contact 23).mp3,-535.0963961248953,119.50751607124268,-38.14610303031188,23.077770736392594,5.980239697269197,-14.728152096080406,-2.844886193768655,-20.121263230258364,-2.0216616347810397,-6.578869212985428,-14.204781467868838,10.839970053484139,-2.6027654014799984
/n/home02/ematsumoto/cough_mp3_full/Files_6_mp3/X120878 (Month 8).mp3,-304.430186773798,101.6227125670865,-34.886820362774664,8.237031877676456,-37.08359123878432,32.984148692036804,-23.682227288112372,-11.154306067033334,-14.233708440330615,3.3356690699292564,-14.753017472899602,-8.745675563385603,-0.1865194961918085
/n/home02/ematsumoto/cough_mp3_full/Files_6_mp3/X120873 (Month 16).mp3,-378.16145107607326,50.87905154297715,-7.6337063995414685,21.57222957432247,-11.96421148364039,-4.008604438500509,-12.677846081158485,-0.2598880457389174,-6.454310910739338,-4.444208921201396,-6.340814936148984,-0.2700195475895308,-1.830477014339773
/n/home02/ematsumoto/cough_mp3_full/Files_6_mp3/X130005 (Contact 18).mp3,-519.1529559931964,119.75002651649297,-58.78505068120443,-10.539659699709501,-2.233719124814015,-13.786230553583527,5.5619140274437004,-8.382341743479314,-0.30590799925618384,3.8432035787608863,-10.487268939377927,0.40008104753432755,-2.4528715367695484
/n/home02/ematsumoto/cough_mp3_full/Files_6_mp3/X120844 (Month 8).mp3,-204.6200180489877,69.05872777437382,-34.37514157568373,40.89373275970613,-35.391127565184966,12.363041655530651,-37.030819071532996,-19.123662194487267,-7.68617583164623,-1.4637853459051937,-12.951108471574706,-0.6877205949400341,-3.0310244506544612
